loan_id,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,bank_asset_value,loan_status
2250,7000000,21000000,20,554,16900000,5600000, Approved
2251,7000000,19000000,6,523,5300000,9500000, Rejected
2252,5300000,12000000,10,852,400000,5000000, Approved
2253,1800000,3700000,2,505,3900000,1400000, Rejected
2254,2300000,7900000,10,430,6600000,1900000, Rejected
2255,4000000,9200000,16,784,3200000,4900000, Approved
2256,8900000,24000000,6,380,16500000,7500000, Rejected
2257,8000000,18600000,20,565,1600000,9400000, Approved
2258,7900000,26900000,14,446,17900000,8200000, Rejected
2259,6700000,20200000,8,406,6900000,7100000, Rejected
2260,2400000,6000000,6,712,6800000,1200000, Approved
2261,8600000,22600000,14,729,300000,11900000, Approved
2262,5300000,14600000,20,508,11200000,4600000, Rejected
2263,7400000,24900000,20,648,7100000,6200000, Approved
2264,8700000,18700000,10,346,1200000,8200000, Rejected
2265,8200000,18500000,4,394,9600000,11100000, Rejected
2266,3700000,9700000,12,501,2600000,4600000, Rejected
2267,9200000,36300000,2,655,3000000,8700000, Approved
2268,6100000,20900000,4,662,10200000,4100000, Approved
2269,8800000,30800000,20,820,700000,12700000, Approved
2270,9200000,18900000,10,521,8300000,6900000, Rejected
2271,7200000,27900000,12,473,21100000,8700000, Rejected
2272,600000,1200000,10,561,900000,600000, Approved
2273,8000000,23100000,20,461,5900000,7200000, Rejected
2274,6900000,13800000,16,715,2100000,8200000, Approved
2275,4300000,15600000,18,440,6200000,4700000, Rejected
2276,8500000,24900000,18,749,9600000,10100000, Approved
2277,8600000,17400000,2,787,11700000,10600000, Approved
2278,6300000,13900000,18,748,17700000,8600000, Approved
2279,5800000,13600000,12,321,1700000,3400000, Rejected
2280,1000000,2300000,10,303,1000000,1000000, Rejected
2281,1700000,5400000,8,682,2400000,2100000, Approved
2282,3200000,8600000,18,638,1000000,3500000, Approved
2283,7500000,16600000,14,440,17200000,10300000, Rejected
2284,2000000,6600000,10,873,1400000,2400000, Approved
2285,9100000,19700000,20,437,6300000,12900000, Rejected
2286,8400000,19700000,8,796,17900000,7700000, Approved
2287,7100000,27200000,16,824,2400000,3900000, Approved
2288,200000,800000,6,338,100000,100000, Rejected
2289,5000000,14900000,12,575,12800000,6600000, Approved
2290,4500000,16900000,8,773,6300000,6000000, Approved
2291,5100000,19700000,2,733,0,6200000, Approved
2292,4100000,10600000,14,475,5400000,4500000, Rejected
2293,7200000,15000000,10,677,10600000,4100000, Approved
2294,7800000,17700000,6,403,12600000,10000000, Rejected
2295,7500000,25300000,12,767,13200000,9600000, Approved
2296,6400000,21000000,2,813,3900000,4400000, Approved
2297,7000000,25700000,20,597,19900000,10100000, Approved
2298,9000000,31100000,8,896,7100000,13100000, Approved
2299,4400000,13900000,6,810,13200000,5200000, Approved
2300,900000,2000000,14,337,1700000,600000, Rejected
2301,9800000,26900000,18,792,15900000,11900000, Approved
2302,600000,1600000,6,784,300000,500000, Approved
2303,9700000,30100000,12,434,19600000,6900000, Rejected
2304,8400000,32600000,10,384,13900000,7000000, Rejected
2305,8300000,24900000,10,642,11500000,5800000, Approved
2306,7900000,29900000,8,314,22000000,8100000, Rejected
2307,8600000,25900000,2,606,3700000,12200000, Approved
2308,6700000,17600000,14,843,12700000,5600000, Approved
2309,2700000,7400000,10,778,6800000,2800000, Approved
2310,6600000,25600000,8,718,12600000,9000000, Approved
2311,7100000,20800000,20,437,9600000,8800000, Rejected
2312,300000,700000,10,586,0,100000, Approved
2313,2200000,7000000,6,777,6100000,3300000, Approved
2314,8700000,31700000,12,525,7800000,6100000, Rejected
2315,7200000,23100000,12,632,4600000,4400000, Approved
2316,2000000,4800000,20,337,1300000,1700000, Rejected
2317,8600000,27900000,8,458,22400000,11700000, Rejected
2318,2300000,5400000,8,364,4500000,2000000, Rejected
2319,9600000,29800000,16,499,28500000,7400000, Rejected
2320,1900000,6500000,16,887,2000000,1700000, Approved
2321,2100000,6300000,16,882,3900000,2900000, Approved
2322,3900000,8700000,8,817,900000,2100000, Approved
2323,200000,300000,10,704,500000,200000, Approved
2324,1900000,4500000,12,742,1200000,1200000, Approved
2325,3200000,11600000,4,393,4700000,3100000, Approved
2326,1100000,4300000,18,828,700000,900000, Approved
2327,8000000,21500000,12,779,2600000,10400000, Approved
2328,6100000,21700000,6,860,13900000,5600000, Approved
2329,3200000,10600000,2,432,6500000,3700000, Approved
2330,9000000,30400000,20,532,21000000,13100000, Rejected
2331,1200000,3200000,2,678,1500000,900000, Approved
2332,7900000,27000000,6,601,17700000,11500000, Approved
2333,7700000,23100000,8,807,2900000,7000000, Approved
2334,4400000,16500000,16,879,7800000,5400000, Approved
2335,3100000,11200000,18,665,2000000,2500000, Approved
2336,2600000,9300000,16,697,5100000,3700000, Approved
2337,5500000,21700000,14,867,5000000,3100000, Approved
2338,5700000,15500000,8,544,10500000,7000000, Rejected
2339,6100000,20700000,20,482,9400000,5900000, Rejected
2340,8200000,22500000,18,857,13400000,8400000, Approved
2341,6000000,21200000,12,549,17900000,6200000, Rejected
2342,8000000,30600000,10,720,23700000,9700000, Approved
2343,2000000,4800000,8,302,1500000,2600000, Rejected
2344,1300000,2900000,12,669,400000,1800000, Approved
2345,7000000,27100000,6,591,6700000,4900000, Approved
2346,4100000,15300000,6,440,7500000,2000000, Rejected
2347,8000000,26200000,16,890,15800000,4000000, Approved
2348,8100000,28000000,8,663,8800000,5500000, Approved
2349,9500000,22600000,14,433,10000000,13400000, Rejected
2350,9200000,22500000,10,317,14200000,10700000, Rejected
2351,3900000,14700000,16,360,2600000,2900000, Rejected
2352,9100000,26200000,8,727,20800000,8900000, Approved
2353,3000000,8300000,4,685,2900000,3800000, Approved
2354,2000000,4300000,8,373,2000000,2200000, Rejected
2355,6300000,14600000,8,469,13300000,3800000, Rejected
2356,4100000,10900000,8,548,8800000,4300000, Rejected
2357,9800000,29400000,20,618,1200000,8300000, Approved
2358,5200000,15400000,8,658,1200000,3200000, Approved
2359,7600000,28700000,18,781,21300000,8000000, Approved
2360,9200000,35500000,2,715,11100000,11700000, Approved
2361,2200000,8100000,4,409,300000,2400000, Rejected
2362,8300000,20600000,10,504,100000,6700000, Rejected
2363,6100000,21600000,16,428,2900000,7200000, Rejected
2364,4500000,16600000,20,704,6400000,2400000, Approved
2365,6600000,18800000,12,834,18800000,4800000, Approved
2366,8900000,34900000,14,694,15400000,9100000, Approved
2367,3900000,13300000,20,453,9800000,4700000, Rejected
2368,8900000,35400000,14,404,22300000,5900000, Rejected
2369,6400000,22300000,12,776,500000,5800000, Approved
2370,9500000,28700000,16,526,24600000,6600000, Rejected
2371,300000,1000000,8,641,700000,200000, Approved
2372,4100000,12300000,6,582,10900000,3500000, Approved
2373,8100000,20800000,18,778,4100000,10600000, Approved
2374,9900000,28400000,10,763,23700000,5800000, Approved
2375,4800000,19000000,12,650,7000000,4800000, Approved
2376,2900000,9700000,2,820,6700000,3900000, Approved
2377,3500000,13500000,12,824,8400000,4100000, Approved
2378,4900000,12600000,4,718,11800000,3800000, Approved
2379,5100000,13300000,14,313,5900000,3900000, Rejected
2380,7300000,26200000,10,751,1400000,10400000, Approved
2381,200000,300000,18,520,100000,100000, Rejected
2382,1400000,4700000,4,355,2100000,1400000, Approved
2383,8700000,33600000,14,314,7700000,6200000, Rejected
2384,2800000,5900000,20,728,1000000,1400000, Approved
2385,9100000,30100000,14,564,26600000,8200000, Approved
2386,6800000,15300000,14,699,19900000,8300000, Approved
2387,5000000,17000000,6,624,6700000,5900000, Approved
2388,4400000,16800000,14,795,8700000,3400000, Approved
2389,8400000,18600000,20,703,2500000,9500000, Approved
2390,7800000,17300000,4,394,3600000,7200000, Rejected
2391,4800000,9900000,14,779,5200000,2900000, Approved
2392,3200000,8800000,4,405,1000000,3400000, Rejected
2393,2300000,6700000,16,612,6700000,2000000, Approved
2394,9200000,28100000,10,448,22300000,10700000, Rejected
2395,4700000,13700000,6,506,1300000,3500000, Rejected
2396,8000000,30400000,2,776,16600000,7800000, Approved
2397,2600000,8600000,6,730,800000,3100000, Approved
2398,200000,800000,20,730,0,300000, Approved
2399,7300000,17200000,2,345,6100000,4900000, Rejected
2400,3300000,11800000,2,847,7800000,3000000, Approved
2401,8300000,23300000,20,398,18500000,9900000, Rejected
2402,4100000,9600000,2,307,8800000,3100000, Rejected
2403,7300000,23700000,16,852,9400000,8500000, Approved
2404,9300000,27500000,6,364,12200000,10800000, Rejected
2405,4300000,15200000,12,552,3400000,4800000, Approved
2406,2600000,8100000,2,421,4200000,2500000, Approved
2407,2900000,9800000,12,588,5900000,2900000, Approved
2408,900000,3500000,6,763,2300000,600000, Approved
2409,4900000,17500000,20,823,12600000,4800000, Approved
2410,7700000,24800000,10,642,16800000,4500000, Approved
2411,4700000,16800000,12,647,10400000,3400000, Approved
2412,3000000,8900000,20,886,2600000,2800000, Approved
2413,9700000,26200000,4,518,26200000,14000000, Rejected
2414,6900000,26800000,20,515,10800000,8300000, Rejected
2415,3800000,12400000,8,340,1800000,2600000, Rejected
2416,600000,1700000,14,521,0,600000, Rejected
2417,1200000,2900000,12,330,400000,600000, Rejected
2418,7800000,26800000,2,474,8900000,5600000, Approved
2419,9000000,35100000,6,898,500000,9100000, Approved
2420,2800000,9100000,12,436,3600000,3600000, Rejected
2421,7800000,21300000,10,326,22800000,4500000, Rejected
2422,4700000,9500000,18,876,11800000,4100000, Approved
2423,4600000,17500000,20,597,11400000,4100000, Approved
2424,5100000,16100000,14,436,11400000,6700000, Rejected
2425,6100000,22800000,18,640,16800000,6000000, Approved
2426,6000000,22900000,16,302,12200000,7100000, Rejected
2427,8400000,23200000,16,476,15200000,8600000, Rejected
2428,9300000,22000000,14,393,4300000,13900000, Rejected
2429,4200000,10300000,10,506,9300000,6000000, Rejected
2430,9600000,37800000,10,418,6700000,11300000, Rejected
2431,5600000,13400000,6,865,14900000,6000000, Approved
2432,7800000,28600000,2,703,500000,10500000, Approved
2433,4500000,12600000,2,568,6900000,2900000, Approved
2434,2400000,5900000,2,425,1100000,2500000, Rejected
2435,3900000,11300000,12,305,5000000,2100000, Rejected
2436,9600000,20600000,6,456,17300000,11600000, Rejected
2437,900000,2600000,2,602,600000,1000000, Approved
2438,1100000,3800000,20,814,1400000,1100000, Approved
2439,6400000,24900000,2,640,10000000,6300000, Approved
2440,4600000,15000000,4,817,7200000,6600000, Approved
2441,7600000,29800000,20,361,13800000,5900000, Rejected
2442,6800000,20100000,14,839,1900000,7500000, Approved
2443,7100000,27000000,20,592,5100000,7600000, Approved
2444,6700000,24700000,6,498,12900000,8400000, Rejected
2445,5800000,12400000,6,847,5100000,7600000, Approved
2446,8600000,29400000,16,643,1000000,12300000, Approved
2447,3500000,10600000,4,389,8300000,2500000, Approved
2448,4800000,17500000,20,381,400000,7000000, Rejected
2449,6100000,14400000,16,400,9200000,5600000, Rejected
2450,5200000,12700000,16,718,11700000,7200000, Approved
2451,4100000,12400000,8,309,8200000,3300000, Rejected
2452,3200000,7400000,2,838,2200000,3600000, Approved
2453,7500000,21600000,14,678,8800000,11200000, Approved
2454,1500000,4500000,14,826,3200000,1600000, Approved
2455,1200000,3100000,16,348,1200000,1700000, Rejected
2456,8400000,19700000,6,476,24700000,12100000, Rejected
2457,7900000,26300000,8,666,4600000,11800000, Approved
2458,2100000,4300000,20,896,100000,2300000, Approved
2459,2500000,7000000,20,547,800000,2300000, Rejected
2460,3700000,13900000,2,405,5900000,5500000, Approved
2461,1100000,4000000,16,498,400000,700000, Rejected
2462,6500000,24800000,8,779,7000000,8800000, Approved
2463,8200000,31500000,8,403,11500000,6100000, Rejected
2464,5000000,12400000,8,709,11300000,4200000, Approved
2465,1500000,6000000,6,507,2600000,1900000, Rejected
2466,3700000,9100000,18,368,3400000,3300000, Rejected
2467,4100000,14600000,16,760,4700000,3000000, Approved
2468,7200000,16800000,6,796,6600000,9800000, Approved
2469,2000000,5000000,6,876,500000,1500000, Approved
2470,2000000,4700000,14,673,800000,1500000, Approved
2471,5100000,11500000,4,747,5000000,7000000, Approved
2472,6000000,13600000,12,589,9000000,7100000, Approved
2473,4900000,18100000,8,382,13600000,2400000, Rejected
2474,900000,2300000,12,900,1300000,1100000, Approved
2475,7500000,25000000,18,628,3500000,4700000, Approved
2476,6400000,25000000,12,667,13500000,5400000, Approved
2477,8700000,26400000,2,778,8500000,10300000, Approved
2478,7300000,17200000,18,831,18500000,5200000, Approved
2479,7400000,27100000,4,320,19800000,9400000, Approved
2480,2700000,9300000,16,656,7700000,3600000, Approved
2481,3400000,8900000,6,896,4200000,4200000, Approved
2482,2100000,7400000,4,320,3300000,2200000, Approved
2483,3100000,10500000,10,751,5500000,1600000, Approved
2484,4700000,17400000,2,523,10600000,5200000, Approved
2485,3100000,10500000,6,584,7700000,2900000, Approved
2486,5700000,20400000,2,630,3000000,2900000, Approved
2487,2300000,8000000,14,472,4400000,1800000, Rejected
2488,6600000,18500000,16,802,14600000,9700000, Approved
2489,2700000,6400000,18,547,5000000,1700000, Rejected
2490,800000,2800000,16,726,2000000,1200000, Approved
2491,6600000,18500000,8,712,2300000,7600000, Approved
2492,3900000,10700000,6,790,10600000,2700000, Approved
2493,200000,600000,16,396,0,200000, Rejected
2494,2000000,4200000,6,831,1300000,1200000, Approved
2495,9100000,20900000,20,632,4200000,13200000, Approved
2496,4700000,10800000,8,527,13300000,4800000, Rejected
2497,3200000,11100000,6,708,8900000,1500000, Approved
2498,1700000,4200000,14,829,200000,1600000, Approved
2499,2600000,8100000,12,854,4500000,2500000, Approved
2500,2700000,6700000,14,899,2400000,2000000, Approved
2501,3600000,13400000,6,589,3600000,4000000, Approved
2502,7200000,26000000,6,571,4700000,4200000, Approved
2503,2500000,6400000,6,708,6900000,3500000, Approved
2504,5500000,19600000,16,328,2400000,3700000, Rejected
2505,9200000,33500000,8,564,20800000,11400000, Approved
2506,9000000,19000000,8,693,18300000,7200000, Approved
2507,5900000,15000000,14,626,16400000,8200000, Approved
2508,5600000,15600000,12,470,9900000,7000000, Rejected
2509,3200000,12500000,8,849,400000,4400000, Approved
2510,9100000,27800000,16,547,21900000,9400000, Rejected
2511,4600000,15100000,2,417,5600000,6600000, Approved
2512,7300000,14900000,2,358,13600000,7300000, Rejected
2513,1300000,3100000,16,826,200000,1400000, Approved
2514,1800000,4200000,6,836,1300000,2000000, Approved
2515,500000,1700000,10,509,400000,300000, Rejected
2516,5700000,20500000,20,581,15200000,8500000, Approved
2517,300000,1100000,4,359,100000,200000, Approved
2518,2100000,7100000,10,517,1200000,1400000, Rejected
2519,5700000,20100000,14,442,11700000,6500000, Rejected
2520,1100000,2700000,16,346,1900000,800000, Rejected
2521,9300000,34000000,6,742,4200000,8200000, Approved
2522,3500000,8100000,10,626,7100000,2900000, Approved
2523,8200000,28800000,4,619,9000000,6300000, Approved
2524,7500000,17900000,20,734,9100000,4900000, Approved
2525,7000000,25600000,6,420,15100000,8700000, Rejected
2526,3900000,8300000,18,600,3900000,5600000, Approved
2527,4700000,13200000,12,440,4000000,4300000, Rejected
2528,1700000,5200000,16,820,1700000,1000000, Approved
2529,2500000,7800000,8,437,5800000,3300000, Rejected
2530,400000,1400000,12,468,700000,400000, Rejected
2531,2400000,9100000,8,368,2200000,3300000, Rejected
2532,5700000,21900000,2,871,3200000,6100000, Approved
2533,9800000,37900000,4,816,21800000,8500000, Approved
2534,9000000,32800000,4,773,10600000,11500000, Approved
2535,800000,3000000,14,576,1200000,400000, Approved
2536,1600000,4500000,14,673,1900000,1300000, Approved
2537,9800000,34100000,20,760,21500000,13600000, Approved
2538,2900000,7500000,12,678,3400000,3700000, Approved
2539,3900000,12000000,14,893,6000000,5200000, Approved
2540,3300000,9000000,18,754,6100000,4700000, Approved
2541,700000,2200000,8,617,1600000,900000, Approved
2542,8400000,29500000,20,661,14600000,10900000, Approved
2543,4000000,12100000,12,356,10500000,5000000, Rejected
2544,1900000,6300000,16,811,1100000,1900000, Approved
2545,3900000,14600000,2,730,9200000,5400000, Approved
2546,7400000,18000000,2,792,5300000,5300000, Approved
2547,5900000,16000000,6,798,15900000,3100000, Approved
2548,1400000,2900000,12,490,600000,1300000, Rejected
2549,1800000,5500000,6,448,2900000,1300000, Rejected
2550,1000000,3100000,6,525,1900000,1400000, Rejected
2551,7400000,19200000,20,415,2200000,7000000, Rejected
2552,2700000,10600000,16,496,800000,2400000, Rejected
2553,3600000,13100000,8,543,2900000,2700000, Rejected
2554,7000000,18400000,12,520,4700000,3800000, Rejected
2555,5000000,18000000,14,307,5300000,3300000, Rejected
2556,1800000,5700000,14,502,1400000,1300000, Rejected
2557,4700000,12000000,6,505,3400000,2300000, Rejected
2558,6700000,23100000,4,304,14400000,10000000, Approved
2559,5800000,17500000,10,719,5800000,3100000, Approved
2560,5900000,22700000,18,855,13400000,4000000, Approved
2561,6000000,15800000,18,593,6800000,6400000, Approved
2562,700000,1400000,10,523,700000,900000, Rejected
2563,3700000,13100000,14,385,10600000,4900000, Rejected
2564,7100000,19300000,6,783,3900000,5000000, Approved
2565,1100000,3900000,2,538,400000,1600000, Approved
2566,9500000,20100000,2,506,16800000,11000000, Rejected
2567,2200000,8600000,2,461,1400000,2100000, Approved
2568,5500000,20000000,8,666,3800000,7900000, Approved
2569,4400000,16300000,20,561,5500000,4000000, Approved
2570,5000000,10800000,10,345,12300000,6300000, Rejected
2571,6100000,12500000,14,862,11300000,6800000, Approved
2572,8100000,22300000,10,686,20400000,6200000, Approved
2573,7000000,19600000,8,708,17600000,4500000, Approved
2574,5600000,14800000,20,656,9600000,6500000, Approved
2575,1800000,7000000,14,743,2600000,1500000, Approved
2576,3600000,12100000,14,408,10100000,5400000, Rejected
2577,600000,1300000,14,408,1000000,900000, Rejected
2578,4900000,16500000,12,439,7500000,7200000, Rejected
2579,3000000,7100000,6,415,2000000,2500000, Rejected
2580,3800000,10600000,12,490,3300000,3100000, Rejected
2581,7600000,30000000,16,884,13300000,10800000, Approved
2582,7800000,25400000,18,425,3000000,7200000, Rejected
2583,6800000,21700000,20,730,17500000,3600000, Approved
2584,5900000,17300000,20,657,1500000,4100000, Approved
2585,4900000,16800000,10,480,2200000,2700000, Rejected
2586,1100000,3100000,16,356,1300000,1600000, Rejected
2587,9800000,36000000,12,629,28000000,11200000, Approved
2588,1200000,4700000,2,667,1100000,800000, Approved
2589,4700000,11500000,18,559,7500000,2600000, Approved
2590,6700000,16000000,4,791,0,5200000, Approved
2591,3700000,11300000,6,538,6200000,5400000, Rejected
2592,7400000,16000000,20,358,16700000,4300000, Rejected
2593,3300000,11700000,14,439,4000000,1700000, Rejected
2594,4800000,15300000,12,503,3300000,4300000, Rejected
2595,4600000,11900000,6,810,11200000,5200000, Approved
2596,8000000,30600000,14,302,12700000,6800000, Rejected
2597,4100000,8800000,18,300,10900000,3500000, Rejected
2598,2600000,7200000,16,612,1300000,1400000, Approved
2599,1300000,5000000,6,686,2700000,900000, Approved
2600,2300000,4900000,12,409,3300000,3200000, Rejected
2601,300000,900000,6,492,800000,400000, Rejected
2602,7000000,21700000,20,498,6600000,3900000, Rejected
2603,4400000,10900000,18,611,8600000,3000000, Approved
2604,5100000,11800000,6,776,7600000,4400000, Approved
2605,5900000,13000000,6,779,10800000,6600000, Approved
2606,7800000,27200000,16,560,3600000,8600000, Approved
2607,2200000,5100000,6,308,3200000,3100000, Rejected
2608,5400000,12600000,18,786,300000,6600000, Approved
2609,7400000,29100000,8,597,12100000,7000000, Approved
2610,5800000,12000000,12,811,9400000,3100000, Approved
2611,5800000,13000000,12,862,11300000,3900000, Approved
2612,4800000,14200000,12,369,3200000,3000000, Rejected
2613,7400000,23900000,4,687,20800000,5600000, Approved
2614,9600000,19600000,12,500,21500000,10900000, Rejected
2615,200000,500000,6,746,400000,0, Approved
2616,700000,2100000,14,619,1900000,1000000, Approved
2617,7600000,16700000,20,692,9900000,7400000, Approved
2618,1400000,3300000,18,321,900000,700000, Rejected
2619,3800000,15000000,14,730,10800000,3600000, Approved
2620,2700000,10800000,6,480,4400000,3500000, Rejected
2621,5000000,10700000,2,753,12600000,5700000, Approved
2622,9000000,28900000,6,637,11300000,4800000, Approved
2623,3700000,9000000,6,483,9300000,3600000, Rejected
2624,300000,1100000,4,315,700000,100000, Approved
2625,1800000,4100000,8,777,2200000,1900000, Approved
2626,7900000,17700000,4,402,20900000,8400000, Rejected
2627,2100000,7700000,8,493,4300000,1300000, Rejected
2628,900000,3100000,4,355,1700000,500000, Approved
2629,9900000,23600000,18,557,18300000,9100000, Approved
2630,5600000,20000000,20,606,7100000,7600000, Approved
2631,6000000,12200000,16,743,8800000,2900000, Approved
2632,5700000,18400000,4,579,12800000,4900000, Approved
2633,9000000,33100000,20,734,2800000,10300000, Approved
2634,7300000,16100000,2,490,7600000,10700000, Rejected
2635,5300000,20500000,16,802,11200000,4100000, Approved
2636,3500000,7400000,16,867,500000,2100000, Approved
2637,1000000,2200000,12,302,2200000,1400000, Rejected
2638,5100000,19900000,12,867,1800000,5700000, Approved
2639,2900000,9900000,8,312,1800000,3700000, Rejected
2640,7600000,19100000,14,762,14800000,7300000, Approved
2641,6000000,14700000,18,462,15400000,3500000, Rejected
2642,6300000,18200000,18,849,4300000,5200000, Approved
2643,1900000,7400000,18,592,2300000,1800000, Approved
2644,600000,1400000,4,507,200000,400000, Rejected
2645,4100000,11400000,14,505,8100000,5500000, Rejected
2646,800000,3200000,8,467,900000,800000, Rejected
2647,6600000,22900000,16,543,2500000,8500000, Rejected
2648,300000,1100000,12,674,600000,200000, Approved
2649,6100000,13500000,2,717,15700000,3400000, Approved
2650,4800000,17000000,10,666,6800000,2900000, Approved
2651,4500000,17300000,18,830,200000,2500000, Approved
2652,3800000,9400000,16,383,8300000,2300000, Rejected
2653,7000000,18900000,8,584,13000000,5000000, Approved
2654,4400000,14200000,18,799,6300000,2400000, Approved
2655,5300000,19400000,6,510,14700000,3700000, Rejected
2656,2600000,5900000,6,572,5800000,3800000, Approved
2657,3300000,13100000,2,554,6000000,3800000, Approved
2658,1200000,4800000,6,344,2900000,1300000, Rejected
2659,4300000,8600000,8,881,9100000,5500000, Approved
2660,8400000,27200000,10,514,2500000,7200000, Rejected
2661,600000,1800000,18,796,1000000,500000, Approved
2662,4700000,16200000,12,802,2300000,6700000, Approved
2663,4200000,12500000,20,375,1300000,2400000, Rejected
2664,4300000,14700000,2,871,4100000,4400000, Approved
2665,800000,2900000,2,439,100000,1200000, Approved
2666,9300000,32000000,8,438,24800000,12400000, Rejected
2667,6200000,13700000,2,468,3300000,5500000, Rejected
2668,3500000,10200000,12,645,10400000,2400000, Approved
2669,3600000,9200000,18,700,4400000,3500000, Approved
2670,9500000,36700000,16,348,3500000,11400000, Rejected
2671,600000,1400000,10,877,1400000,700000, Approved
2672,3800000,14900000,6,899,7800000,2800000, Approved
2673,1400000,3500000,12,610,1200000,1400000, Approved
2674,6300000,23900000,4,742,1500000,4300000, Approved
2675,2800000,6600000,18,801,4000000,3700000, Approved
2676,5400000,17100000,2,533,13800000,4700000, Approved
2677,6300000,23900000,16,656,12700000,5100000, Approved
2678,3900000,14300000,18,785,10900000,4900000, Approved
2679,4200000,15700000,2,332,7000000,3000000, Approved
2680,3100000,8100000,18,768,400000,2400000, Approved
2681,3400000,8600000,6,640,7700000,4400000, Approved
2682,1500000,3100000,6,885,100000,1900000, Approved
2683,900000,2000000,18,772,2300000,800000, Approved
2684,7800000,25600000,4,665,1000000,8200000, Approved
2685,3500000,10500000,20,454,8300000,2100000, Rejected
2686,8400000,32500000,14,698,20600000,12200000, Approved
2687,6400000,21300000,20,332,3600000,8000000, Rejected
2688,9600000,28300000,6,536,18700000,6000000, Rejected
2689,2100000,6500000,10,796,2400000,2700000, Approved
2690,6000000,19900000,8,486,12100000,6600000, Rejected
2691,8300000,16800000,18,422,8000000,11400000, Rejected
2692,5300000,18500000,6,501,6700000,4300000, Rejected
2693,9700000,23500000,4,666,15100000,8000000, Approved
2694,8200000,16500000,18,371,19000000,8200000, Rejected
2695,3400000,6900000,14,312,1800000,3800000, Rejected
2696,2800000,11000000,12,753,3900000,2400000, Approved
2697,2400000,5200000,16,740,6300000,2900000, Approved
2698,8200000,24000000,4,366,10900000,10400000, Rejected
2699,4200000,11100000,8,526,11600000,4900000, Rejected
2700,5500000,14800000,10,354,16000000,7700000, Rejected
2701,2900000,6300000,6,719,7900000,1600000, Approved
2702,6300000,20100000,12,774,15600000,5800000, Approved
2703,9700000,29100000,18,732,4700000,12400000, Approved
2704,6500000,16000000,6,862,2000000,9700000, Approved
2705,4900000,10800000,18,613,6800000,5300000, Approved
2706,6900000,16500000,6,447,4100000,6600000, Rejected
2707,1100000,3000000,4,730,300000,1100000, Approved
2708,7800000,29600000,14,568,-100000,7200000, Approved
2709,8200000,23600000,6,495,23000000,6100000, Rejected
2710,6700000,23600000,14,854,3000000,7500000, Approved
2711,7400000,15200000,10,548,16700000,4800000, Rejected
2712,1200000,2700000,14,779,600000,600000, Approved
2713,9500000,24800000,2,564,17400000,12000000, Approved
2714,4000000,8200000,2,571,3500000,4400000, Approved
2715,8600000,32600000,8,778,21500000,11000000, Approved
2716,9100000,28400000,12,808,25800000,9700000, Approved
2717,7100000,18600000,20,770,19200000,5100000, Approved
2718,9000000,28400000,4,612,0,13200000, Approved
2719,1400000,2700000,14,819,1200000,1300000, Approved
2720,8800000,20200000,6,627,24200000,11900000, Approved
2721,5400000,14700000,4,359,12300000,6100000, Rejected
2722,6100000,19100000,6,341,5700000,6300000, Rejected
2723,1000000,3600000,4,570,1000000,1000000, Approved
2724,7700000,18100000,20,736,7800000,10000000, Approved
2725,6100000,12900000,2,302,8900000,7200000, Rejected
2726,7700000,21000000,12,420,16100000,10500000, Rejected
2727,4700000,12000000,2,416,5800000,6800000, Rejected
2728,9100000,34800000,20,836,21300000,9900000, Approved
2729,5800000,12700000,12,528,8400000,7600000, Rejected
2730,8500000,24900000,2,405,1900000,11400000, Rejected
2731,9900000,33400000,14,783,16600000,9500000, Approved
2732,2000000,4000000,10,636,2100000,1700000, Approved
2733,5000000,16800000,6,711,6300000,3200000, Approved
2734,3200000,11800000,16,848,5500000,2300000, Approved
2735,8000000,27800000,8,804,7900000,11800000, Approved
2736,1200000,2800000,14,892,3200000,1700000, Approved
2737,5800000,22800000,14,696,12100000,4800000, Approved
2738,2500000,7600000,20,888,7400000,1900000, Approved
2739,600000,1400000,10,699,400000,800000, Approved
2740,4900000,13000000,10,865,13300000,6500000, Approved
2741,9400000,37300000,14,383,7800000,7700000, Rejected
2742,5300000,19300000,16,368,14700000,3700000, Rejected
2743,5100000,15800000,4,607,6000000,7000000, Approved
2744,2900000,8900000,18,827,400000,1600000, Approved
2745,9100000,34000000,12,672,8600000,8800000, Approved
2746,8800000,26700000,12,708,16000000,9600000, Approved
2747,2600000,8800000,10,682,4500000,1600000, Approved
2748,9700000,25500000,18,741,21900000,4900000, Approved
2749,600000,1200000,8,343,100000,600000, Rejected
2750,4100000,11100000,16,785,6800000,4800000, Approved
2751,8000000,28000000,20,830,22400000,10600000, Approved
2752,8800000,26700000,16,696,12900000,10900000, Approved
2753,200000,300000,12,697,600000,100000, Approved
2754,3800000,11700000,2,351,100000,3100000, Approved
2755,6800000,21800000,10,556,16400000,5400000, Approved
2756,8600000,31800000,2,895,22600000,5100000, Approved
2757,2800000,8400000,10,534,8300000,1500000, Rejected
2758,8000000,29800000,12,736,600000,8400000, Approved
2759,2300000,5500000,16,629,4600000,1900000, Approved
2760,7600000,16200000,20,657,1900000,5500000, Approved
2761,2900000,11300000,12,839,700000,2600000, Approved
2762,7900000,25700000,18,589,4300000,9800000, Approved
2763,1900000,4500000,6,805,2200000,2300000, Approved
2764,4600000,13600000,20,729,1300000,5900000, Approved
